DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,653.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218321,Waverley Care Centre Limited,749.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218321,Waverley Care Centre Limited,820.08,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,507.43,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Northcote Developments Limited,510.36,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Parkcare Homes Limited t/a The Willows Care Home,519.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,520.57,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,522.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,526.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,526.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,528.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Sunrise Operations Cardiff Limited t/a Sunrise of Cardiff,529.77,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Northcote Developments Limited,532.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Northcote Developments Limited,538.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Northcote Developments Limited,538.76,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hebron Hall Limited,547.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,548.11,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,548.17,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,548.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Breaksea Residential Homes Limited T/A Newton Care Home,551.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,551.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,552.79,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Northcote Developments Limited,555.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,556.21,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,558.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,560.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,562.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),565.70,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,567.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,567.99,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hebron Hall Limited,570.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,571.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,584.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,585.57,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,591.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),592.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,595.27,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,597.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,606.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,609.01,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,622.06,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,638.21,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,638.84,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,David Austin t/a Silverdale,658.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Barchester Healthcare Homes Limited t/a Bryn Ivor Lodge Care Home,660.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,669.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,671.24,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),673.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,MHA Care Group t/a Ty Gwyn Private Nursing Home,677.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Forge Care Homes Limited t/a The Forge Care Centre,680.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Middlepatch Limited T/A College Fields Nursing Home,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,702.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,712.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,727.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,736.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,739.21,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited t/a Woodcroft Care Home,750.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,The Manor House St Hilary Limited T/A Milsom House,760.87,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,769.41,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,782.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,782.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,786.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,786.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,786.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,795.87,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,817.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Middlepatch Limited T/A College Fields Nursing Home,817.36,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,819.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),841.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),850.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,852.46,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,863.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Waverley Care Centre Limited,917.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Forge Care Homes Limited t/a The Forge Care Centre,925.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Forge Care Homes Limited t/a The Forge Care Centre,969.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Forge Care Homes Limited t/a The Forge Care Centre,974.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,996.53,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,077.04",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,179.26",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,208.25",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26/05/2020,218419,Baltimore Care Limited,"1,813.12",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26/05/2020,260265,Walter Standen T/A Standens Contract Hire,820.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,26/05/2020,356600,Keith Walden t/a Keith Walden Master Thatcher,"9,000.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,26/05/2020,365803,Rhys VJ Morgan t/a Windsor Cars,720.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,26/05/2020,365803,Rhys VJ Morgan t/a Windsor Cars,"1,350.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,500.81,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,509.41,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,GJ Care & Training Limited,514.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,514.58,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,514.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,560.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,575.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Parkrow Care Limited,580.82,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,587.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,597.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,598.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,598.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,GJ Care & Training Limited,614.99,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,628.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,628.57,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,GJ Care & Training Limited,638.32,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,642.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,650.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,658.06,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,658.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Parkrow Care Limited,663.99,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,674.67,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,675.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,680.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,687.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,704.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,713.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,GJ Care & Training Limited,721.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,759.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Parkrow Care Limited,799.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,811.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,825.41,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,845.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,848.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,858.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Parkrow Care Limited,944.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,948.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Parkrow Care Limited,"1,044.13",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,All Care (South Wales) Limited,"1,167.69",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Caring Companions Limited,"1,458.77",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hallows Care Limited T/A Hallows Care,"1,622.95",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216072,All Care (South Wales) Limited,753.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,-798.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,Caring Companions Limited,579.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,584.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,838.34,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,216179,All Care (South Wales) Limited,943.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,217909,All Care (South Wales) Limited,573.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,217909,All Care (South Wales) Limited,768.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,217909,GJ Care & Training Limited,769.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,218313,GJ Care & Training Limited,637.02,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,218419,Parkrow Care Limited,688.32,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,27/05/2020,100926,Blue Transportation Limited,"1,005.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101137,PEAC (UK) Limited,833.97,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101137,Glen Cleaning Company Limited,"2,190.45",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101171,A-Day Consultants Limited T/A Academics,528.48,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101171,A-Day Consultants Limited T/A Academics,528.48,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101171,A-Day Consultants Limited T/A Academics,528.48,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101171,A-Day Consultants Limited T/A Academics,528.48,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27/05/2020,101171,Rentokil Initial UK Limited,"1,623.26",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,27/05/2020,102632,Inspired Learners Limited,"1,190.00",REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,27/05/2020,120059,VOG All Others EDI - EDF Energy Plc,525.03,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,27/05/2020,130045,VOG All Others EDI - EDF Energy Plc,619.49,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,27/05/2020,190063,Passport to Play Day Nursery Limited,"1,028.00",REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,553.99,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,558.49,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,633.42,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,669.65,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,702.95,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,746.46,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,27/05/2020,212741,Corona Energy Retail 4 Limited,792.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215121,NonStop Consulting Limited,"1,086.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215401,VOG All Others EDI - EDF Energy Plc,607.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Cwtch Care Limited,562.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,215489,Hafod Housing Association Limited,773.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27/05/2020,218419,Cwtch Care Limited,"1,357.62",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,27/05/2020,300645,VOG All Others EDI - EDF Energy Plc,"53,170.31",REVENUE
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,27/05/2020,303000,Edmundson Electrical Limited,525.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,27/05/2020,303910,Woodland Electrical Barry Limited,672.63,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,27/05/2020,303910,SMK Building & Maintenance Limited,"3,809.66",REVENUE
